Packet,Latitude,Longitude
2,40.468379974365234,39.48027038574219
3,40.468379974365234,39.48027038574219
4,40.468387603759766,39.48026657104492
5,40.468387603759766,39.48026657104492
6,40.4683952331543,39.48026657104492
7,40.4683952331543,39.48026657104492
8,40.46840286254883,39.480262756347656
9,40.46840286254883,39.480262756347656
10,40.46841049194336,39.48026657104492
11,40.46841049194336,39.48026657104492
12,40.46844482421875,39.48027420043945
13,40.46844482421875,39.48027420043945
14,40.46847915649414,39.480281829833984
15,40.46847915649414,39.480281829833984
16,40.4685173034668,39.480289459228516
17,40.4685173034668,39.480289459228516
18,40.46855163574219,39.48029708862305
19,40.46855163574219,39.48029708862305
20,40.46857452392578,39.48029708862305
21,40.46857452392578,39.48029708862305
22,40.46859359741211,39.48030471801758
23,40.46859359741211,39.48030471801758
24,40.46858215332031,39.48029708862305
25,40.46858215332031,39.48029708862305
26,40.46857833862305,39.48029708862305
27,40.46857833862305,39.48029708862305
28,40.46855926513672,39.480289459228516
29,40.46855926513672,39.480289459228516
30,40.46855926513672,39.48027038574219
31,40.46855926513672,39.48027038574219
32,40.46855163574219,39.480255126953125
